buildingId,isPartOf,buildingTitle,kind,type,description,ownercustodianName,ownercustodianId,balanceHolderName,balanceHolderId,userName,userId,dk018classId,dk018classDescription,unitName,buildingArea,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,registrationStatus,registrationId,registrationDate,constructionReadiness,condition,utilitiesAvailable,validityDate,utilitiesAvailableWaterSupply,utilitiesAvailableHeatingSupply,utilitiesAvailableElectricNetwork,utilitiesAvailableGasSupply
3271-54562,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,19.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","РОНАЛЬДА РЕЙГАНА (ДРАЙЗЕРА ТЕОДОРА)",xxx,null,null,Зареєстровано,"1640947980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-01,false,false,null,false
3273-54639,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,22.0,UA80000000000093317,"02222",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","СЕРЖА ЛИФАРЯ (САБУРОВА ОЛЕКСАНДРА)",xxx,null,null,Зареєстровано,"1587004180000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,false,false,null,false
3274-54566,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,22.0,UA80000000000093317,"02222",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЗАКРЕВСЬКОГО МИКОЛИ",xxx,null,null,Зареєстровано,"1496854480000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,false,false,null,false
3275-52045,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,18.0,UA80000000000093317,"02217",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЗАКРЕВСЬКОГО МИКОЛИ",xxx,null,null,Зареєстровано,"1496738280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,false,false,null,false
3276-54567,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,21.3,UA80000000000093317,"02225",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","АРХІТЕКТОРА НІКОЛАЄВА",xxx,null,null,Зареєстровано,"1650882280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,false,false,null,false
3279-54574,null,null,"10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,20.1,UA80000000000093317,"02222",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ОНОРЕ ДЕ БАЛЬЗАКА",xxx,null,null,Зареєстровано,"1586296780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-16,false,false,null,false
3281-51010,null,"КОМПЛ.ПІДПР.ПОБУТ. ОБСЛУГОВ.","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","КОМПЛ.ПІДПР.ПОБУТ. ОБСЛУГОВ.",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,76.1,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","РАДИСТІВ",xxx,null,null,Зареєстровано,"1157300380000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-17,true,false,null,false
3351-53983,null,"нежитлові приміщення в житловому будинку","10.6000.01-Приміщення в житлових будинках та спорудах","ОКРЕМО СТОЯЧИЙ","ЖИЛИЙ БУДИНОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,48.7,UA80000000000093317,"02100",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ",xxx,null,null,Зареєстровано,"2359892880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-25,true,true,null,false
3353-52866,null,"нежитлові при міщення в житловому будинку","10.6000.01-Приміщення в житлових будинках та спорудах","ОКРЕМО СТОЯЧИЙ","ЖИЛИЙ БУДИНОК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,36.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ТОРОПОВСЬКОГО ГЕОРГІЯ (ДУБОВОГО ІВАНА)",xxx,null,null,Зареєстровано,"2382524980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-25,false,true,"однофазний струм (220)",false
3357-57488,null,"нежитлові приміщення вбудовані в житловий будинок","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,267.57,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ХАРКІВСЬКЕ ШОСЕ",xxx,null,null,Зареєстровано,"1561658580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-25,false,false,"однофазний струм (220)",false
3359-53791,null,"будинок ЖБК","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,294.8,UA80000000000093317,"252175",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ЕНТУЗІАСТІВ",xxx,null,null,Зареєстровано,"2362301480000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-24,false,true,"однофазний струм (220)",false
3360-53888,null,"нежитлові приміщення в житловому будинку","10.6000.01-Приміщення в житлових будинках та спорудах","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,117.5,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","БУДІВЕЛЬНИКІВ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-24,false,true,"однофазний струм (220)",false
3363-54086,null,null,"10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,166.8,UA80000000000093317,"02218",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","РОМАНА ШУХЕВИЧА ПРОСП. (ВАТУТІНА ГЕНЕРАЛА ПРОСП.)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-16,true,true,"однофазний струм (220)",false
3392-58516,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,15.0,UA80000000000093317,"02092",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","МАКАРЕНКА",xxx,null,null,Зареєстровано,"2473492780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-21,false,false,null,false
3393-58515,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,20.0,UA80000000000093317,"02092",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","МАКАРЕНКА",xxx,null,null,Зареєстровано,"2473463580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-21,false,false,null,false
3398-58510,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,15.0,UA80000000000093317,"02125",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ВОСКРЕСЕНСЬКИЙ ПРОСПЕКТ (ПЕРОВА)",xxx,null,null,Зареєстровано,"1856872580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-28,false,false,null,false
3416-58538,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,15.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","СОБОРНОСТІ ПРОСПЕКТ (ВОЗЗ'ЄДНАННЯ ПРОСП.)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-21,false,false,null,false
3422-58535,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,15.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ТАМПЕРЕ",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-28,false,false,null,false
3428-58494,null,"сміттєзбірник","10.1230.60.009-Сміттєзбірники","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,39.0,UA80000000000093317,"02094",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ПЛАСТОВА (СЕРГІЄНКА ІВАНА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-24,false,false,null,false
3433-53675,null,"сміттєзбірник","10.6000.01-Приміщення в житлових будинках та спорудах","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,28.4,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","АЛМАТИНСЬКА (АЛМА-АТИНСЬКА)",xxx,null,null,Зареєстровано,"2328190680000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-28,false,false,null,false
3441-53325,null,"нежитлові приміщення в житловому будинку","10.6000.01-Приміщення в житлових будинках та спорудах","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА""","39606435",null,null,"10.6000.01","Приміщення в житлових будинках та спорудах",кв. м.,78.0,UA80000000000093317,"02139",Україна,м. Київ,null,null,null,"ДНІПРОВСЬКИЙ","ВОСКРЕСЕНСЬКИЙ ПРОСПЕКТ (ПЕРОВА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-25,true,true,"однофазний струм (220)",false
3447-55953,null,"НЕЖИТЛОВИЙ ФОНД (ОРЕНДА, ВІЛЬНІ, ВЛАСНІ ПОТРЕБИ)","10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ","АДМІНІСТРАТИВНЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СОЛОМ'ЯНСЬКОГО РАЙОНУ М. КИЄВА","35756919",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,47.3,UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ДОНЦЯ МИХАЙЛА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2024-12-25,true,false,"однофазний струм (220)",false
3475-47393,null,"ПОЛІКЛІНІНІЧНА УСТАНОВА","10.1264.40.003-Будівлі поліклінік","ОКРЕМО СТОЯЧИЙ","ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268",null,null,"10.1264.40.003","Будівлі поліклінік",кв. м.,138.2,UA80000000000093317,"04070",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА",xxx,null,null,Зареєстровано,"1558706780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-07,true,true,null,false
